data/pdf-2017-09/lsyecsbnpgifcdlx.x;0
data/pdf-2017-09/otjsukgjicrghlzx.x;0
data/pdf-2017-09/oyysyvlpszqdxojm.x;0
data/pdf-2017-09/whvfjfgcryqtmmtr.x;1
data/pdf-2017-09/ztjmoacjsiydhmcy.x;1
data/pdf-2017-09/ilehfqzlkrqrzjmf.x;0
data/pdf-2017-09/prmwgyahhcdmdoyg.x;1
data/pdf-2017-09/pdhrnrasznmzbgzc.x;0
data/pdf-2017-09/gfrxkefpnmxrxpeb.x;0
data/pdf-2017-09/agzvfrftwvplujzv.x;0
data/pdf-2017-09/yrwisnfcysezlaci.x;0
data/pdf-2017-09/wgguetonplgbrsip.x;0
data/pdf-2017-09/jbsbyryofxaocwxd.x;0
data/pdf-2017-09/hydykbaozcjlpuwq.x;0
data/pdf-2017-09/sfggpkcamnxrmsja.x;0
data/pdf-2017-09/ddctyzafnvfogzbz.x;0
data/pdf-2017-09/fbpzqjibcjnmydle.x;1
data/pdf-2017-09/oxirodiyflfnldjt.x;0
data/pdf-2017-09/mrmskdyaxkbhemvu.x;1
data/pdf-2017-09/hxntgqjgvgksecsg.x;0
data/pdf-2017-09/hloscnflimnxxpuf.x;0
data/pdf-2017-09/majmtprfbrzplxjs.x;0
data/pdf-2017-09/jtjwppcoxegjizqa.x;0
data/pdf-2017-09/uhggyjpymyilmrkf.x;0
data/pdf-2017-09/txiqmkqgizobqssv.x;0
data/pdf-2017-09/bpjgyzfbpikshuqs.x;0
data/pdf-2017-09/xgraqpidtxbynbjk.x;0
data/pdf-2017-09/lmqwfosnylupgaju.x;0
data/pdf-2017-09/elcukpngofhvhugk.x;0
data/pdf-2017-09/fcrqdawrmmuvrgfa.x;0
data/pdf-2017-09/crbyqzmnpcfapxns.x;0
data/pdf-2017-09/izurylsrwftdjjfu.x;0
data/pdf-2017-09/osvqgfzrrzunjevo.x;0
data/pdf-2017-09/bgekuakwhttsaobj.x;0
